serial_number,time_stamp,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year,15 year,20 year,25 year,30 year
6239,1982-06-02,7.569,7.693,7.736,7.728,8.069,8.388,8.375,7.964,8.092,,,,,
6240,1982-06-01,7.456,7.641,7.692,7.68,8.039,8.365,8.35,7.948,8.057,,,,,
6241,1982-05-31,7.468,7.597,7.644,7.636,7.97,8.315,8.274,7.875,7.991,,,,,
6242,1982-05-29,7.49,7.555,7.597,7.588,7.957,8.318,8.247,7.848,7.966,,,,,
6243,1982-05-28,7.494,7.538,7.575,7.569,7.934,8.33,8.253,7.848,7.965,,,,,
6244,1982-05-27,7.492,7.538,7.575,7.569,7.932,8.336,8.256,7.848,7.964,,,,,
6245,1982-05-26,7.395,7.444,7.483,7.481,7.829,8.241,8.137,7.783,7.912,,,,,
6246,1982-05-25,7.298,7.351,7.389,7.389,7.74,8.152,8.043,7.723,7.865,,,,,
6247,1982-05-24,7.26,7.26,7.293,7.299,7.646,8.1,7.959,7.654,7.791,,,,,
6248,1982-05-22,7.203,7.22,7.256,7.261,7.608,8.074,7.929,7.628,7.759,,,,,
6249,1982-05-21,7.204,7.218,7.257,7.262,7.599,8.058,7.916,7.601,7.75,,,,,
6250,1982-05-20,7.195,7.214,7.248,7.29,7.664,8.108,7.968,7.602,7.743,,,,,
6251,1982-05-19,7.169,7.217,7.24,7.284,7.645,8.098,7.959,7.603,7.731,,,,,
6252,1982-05-18,7.167,7.169,7.196,7.246,7.609,8.081,7.927,7.594,7.724,,,,,
6253,1982-05-17,7.123,7.11,7.137,7.191,7.554,8.014,7.877,7.56,7.685,,,,,
6254,1982-05-14,7.117,7.101,7.128,7.179,7.542,7.996,7.856,7.552,7.675,,,,,
6255,1982-05-13,7.127,7.08,7.117,7.171,7.53,7.986,7.839,7.542,7.667,,,,,
6256,1982-05-12,7.125,7.081,7.118,7.168,7.529,7.985,7.833,7.543,7.668,,,,,
6257,1982-05-11,7.123,7.082,7.118,7.168,7.537,7.986,7.833,7.543,7.667,,,,,
6258,1982-05-10,7.121,7.077,7.108,7.147,7.526,7.961,7.816,7.569,7.659,,,,,
6259,1982-05-08,7.118,7.078,7.109,7.147,7.523,7.96,7.834,7.588,7.67,,,,,
6260,1982-05-07,7.116,7.079,7.11,7.147,7.521,7.958,7.851,7.605,7.679,,,,,
6261,1982-05-06,7.123,7.111,7.146,7.213,7.547,7.997,7.902,7.64,7.699,,,,,
6262,1982-05-04,7.12,7.112,7.154,7.221,7.554,8.005,7.913,7.642,7.697,,,,,
6263,1982-05-01,7.114,7.113,7.155,7.227,7.55,8.001,7.914,7.643,7.696,,,,,
6264,1982-04-30,7.133,7.12,7.151,7.246,7.549,8.016,7.923,7.643,7.694,,,,,
6265,1982-04-28,7.129,7.121,7.153,7.243,7.555,8.031,7.935,7.644,7.698,,,,,
6266,1982-04-27,7.127,7.122,7.153,7.243,7.561,8.039,7.943,7.654,7.707,,,,,
6267,1982-04-26,7.125,7.122,7.15,7.241,7.585,8.054,7.953,7.663,7.714,,,,,
6268,1982-04-24,7.121,7.123,7.151,7.241,7.582,8.062,7.963,7.665,7.713,,,,,
6269,1982-04-23,7.12,7.123,7.169,7.268,7.617,8.086,7.988,7.689,7.743,,,,,
6270,1982-04-22,7.118,7.123,7.169,7.265,7.615,8.084,7.989,7.69,7.737,,,,,
6271,1982-04-21,7.116,7.124,7.17,7.265,7.614,8.083,7.989,7.691,7.731,,,,,
6272,1982-04-20,7.112,7.139,7.187,7.294,7.614,8.083,7.999,7.692,7.729,,,,,
6273,1982-04-19,7.111,7.138,7.212,7.305,7.612,8.096,8.008,7.701,7.738,,,,,
6274,1982-04-16,7.105,7.139,7.213,7.305,7.599,8.078,8.002,7.695,7.728,,,,,
6275,1982-04-15,7.161,7.19,7.217,7.302,7.577,8.028,7.96,7.677,7.707,,,,,
6276,1982-04-14,7.159,7.19,7.217,7.302,7.567,8.011,7.95,7.677,7.703,,,,,
6277,1982-04-13,7.157,7.19,7.217,7.302,7.565,8.006,7.91,7.672,7.702,,,,,
6278,1982-04-12,7.272,7.212,7.234,7.331,7.582,8.021,7.912,7.672,7.702,,,,,
6279,1982-04-10,7.268,7.213,7.231,7.327,7.579,8.019,7.921,7.674,7.706,,,,,
6280,1982-04-09,7.266,7.213,7.231,7.327,7.578,8.017,7.93,7.682,7.719,,,,,
6281,1982-04-08,7.264,7.214,7.232,7.328,7.574,8.058,7.928,7.68,7.727,,,,,
6282,1982-04-07,7.261,7.214,7.232,7.329,7.57,8.081,7.922,7.679,7.729,,,,,
6283,1982-04-06,7.259,7.215,7.232,7.329,7.568,8.094,7.925,7.679,7.729,,,,,
6284,1982-04-05,7.218,7.188,7.211,7.309,7.543,8.07,7.91,7.662,7.707,,,,,
6285,1982-04-03,7.213,7.189,7.211,7.311,7.522,8.065,7.905,7.662,7.708,,,,,
6286,1982-04-02,7.211,7.19,7.212,7.311,7.521,8.065,7.907,7.646,7.699,,,,,
6287,1982-04-01,7.209,7.19,7.212,7.309,7.538,8.065,7.914,7.647,7.707,,,,,
6288,1982-03-31,6.986,7.128,7.167,7.257,7.52,7.987,7.875,7.635,7.727,,,,,
6289,1982-03-30,6.984,7.128,7.167,7.257,7.519,7.986,7.876,7.635,7.727,,,,,
6290,1982-03-29,6.982,7.128,7.168,7.257,7.518,7.984,7.876,7.636,7.726,,,,,
6291,1982-03-27,6.999,7.084,7.165,7.233,7.496,7.968,7.852,7.634,7.713,,,,,
6292,1982-03-26,6.997,7.084,7.165,7.234,7.494,7.968,7.829,7.631,7.707,,,,,
6293,1982-03-25,6.996,7.079,7.165,7.232,7.512,7.964,7.821,7.606,7.694,,,,,
6294,1982-03-24,6.994,7.079,7.164,7.213,7.509,7.948,7.82,7.591,7.681,,,,,
6295,1982-03-23,6.992,7.079,7.165,7.213,7.508,7.947,7.821,7.59,7.694,,,,,
6296,1982-03-19,7.006,7.036,7.116,7.166,7.456,7.911,7.767,7.561,7.642,,,,,
6297,1982-03-18,7.003,7.039,7.092,7.136,7.451,7.901,7.721,7.524,7.596,,,,,
6298,1982-03-17,7.048,7.082,7.163,7.208,7.534,8.004,7.835,7.592,7.659,,,,,
6299,1982-03-16,7.047,7.079,7.188,7.236,7.569,8.026,7.891,7.626,7.661,,,,,
6300,1982-03-15,7.034,7.124,7.237,7.279,7.621,8.066,7.956,7.668,7.687,,,,,
6301,1982-03-13,7.098,7.126,7.236,7.278,7.631,8.087,7.984,7.678,7.719,,,,,
6302,1982-03-12,7.096,7.126,7.236,7.278,7.632,8.064,7.965,7.677,7.713,,,,,
6303,1982-03-11,7.094,7.126,7.237,7.278,7.632,8.057,7.965,7.671,7.697,,,,,
6304,1982-03-10,7.103,7.128,7.232,7.285,7.632,8.053,7.982,7.675,7.701,,,,,
6305,1982-03-09,7.1,7.131,7.211,7.245,7.628,8.033,7.977,7.678,7.682,,,,,
6306,1982-03-08,7.094,7.139,7.143,7.15,7.625,8.009,7.947,7.67,7.661,,,,,
6307,1982-03-06,7.132,7.227,7.246,7.253,7.68,8.027,8.027,7.701,7.689,,,,,
6308,1982-03-05,7.132,7.224,7.269,7.283,7.697,8.047,8.067,7.739,7.729,,,,,
6309,1982-03-04,7.162,7.308,7.396,7.401,7.756,8.099,8.134,7.783,7.767,,,,,
6310,1982-03-03,7.29,7.334,7.417,7.444,7.797,8.155,8.174,7.811,7.817,,,,,
6311,1982-03-02,7.27,7.387,7.46,7.465,7.812,8.178,8.186,7.812,7.822,,,,,
6312,1982-03-01,7.452,7.425,7.474,7.483,7.827,8.194,8.205,7.823,7.842,,,,,
6313,1982-02-27,7.263,7.419,7.483,7.481,7.827,8.192,8.204,7.831,7.843,,,,,
6314,1982-02-26,7.26,7.42,7.475,7.471,7.824,8.193,8.205,7.832,7.842,,,,,
6315,1982-02-25,7.256,7.421,7.462,7.451,7.803,8.189,8.199,7.831,7.837,,,,,
6316,1982-02-24,7.254,7.419,7.476,7.471,7.821,8.191,8.198,7.832,7.836,,,,,
6317,1982-02-23,7.251,7.418,7.478,7.461,7.816,8.192,8.205,7.835,7.835,,,,,
6318,1982-02-22,7.254,7.401,7.46,7.443,7.795,8.194,8.196,7.818,7.818,,,,,
6319,1982-02-19,7.319,7.503,7.53,7.578,7.975,8.297,8.225,7.913,7.984,,,,,
6320,1982-02-18,7.412,7.589,7.601,7.647,8.024,8.344,8.272,7.954,8.022,,,,,
6321,1982-02-17,7.472,7.622,7.639,7.682,8.039,8.386,8.313,7.989,8.07,,,,,
6322,1982-02-16,7.469,7.638,7.647,7.69,8.08,8.394,8.323,7.992,8.077,,,,,
6323,1982-02-15,7.465,7.637,7.666,7.707,8.072,8.377,8.309,7.993,8.076,,,,,
6324,1982-02-13,7.458,7.637,7.666,7.706,8.086,8.375,8.309,7.993,8.076,,,,,
6325,1982-02-12,7.455,7.636,7.667,7.705,8.085,8.374,8.309,7.994,8.076,,,,,
6326,1982-02-10,7.449,7.614,7.648,7.687,8.057,8.333,8.277,7.982,8.051,,,,,
6327,1982-02-09,7.403,7.587,7.619,7.657,8.048,8.299,8.254,7.974,8.025,,,,,
6328,1982-02-08,7.36,7.537,7.618,7.656,8.047,8.291,8.253,7.975,8.018,,,,,
6329,1982-02-06,7.353,7.536,7.618,7.656,8.044,8.289,8.253,7.976,8.017,,,,,
6330,1982-02-05,7.35,7.535,7.636,7.676,8.05,8.315,8.278,7.993,8.04,,,,,
6331,1982-02-04,7.347,7.535,7.637,7.675,8.058,8.329,8.296,8,8.055,,,,,
6332,1982-02-03,7.344,7.535,7.619,7.654,8.038,8.313,8.272,8,8.055,,,,,
6333,1982-02-02,7.248,7.469,7.571,7.598,8.011,8.281,8.231,7.976,8.038,,,,,
6334,1982-02-01,7.193,7.437,7.523,7.555,7.947,8.245,8.2,7.934,7.99,,,,,
6335,1982-01-30,7.134,7.435,7.524,7.551,7.947,8.236,8.202,7.927,7.98,,,,,
6336,1982-01-29,7.139,7.461,7.544,7.562,7.963,8.236,8.201,7.927,7.98,,,,,
6337,1982-01-28,7.136,7.46,7.555,7.571,7.968,8.268,8.234,7.961,8.026,,,,,
6338,1982-01-27,7.133,7.459,7.552,7.568,7.953,8.236,8.201,7.952,8.01,,,,,
6339,1982-01-26,7.13,7.459,7.552,7.568,7.951,8.243,8.226,7.986,8.049,,,,,
6340,1982-01-25,7.088,7.411,7.508,7.524,7.914,8.218,8.187,7.944,8.001,,,,,
6341,1982-01-23,7.087,7.364,7.461,7.474,7.883,8.191,8.163,7.903,7.96,,,,,
6342,1982-01-22,7.085,7.364,7.461,7.474,7.881,8.19,8.163,7.904,7.959,,,,,
6343,1982-01-21,7.082,7.364,7.461,7.474,7.88,8.191,8.166,7.896,7.964,,,,,
6344,1982-01-20,7.081,7.343,7.44,7.455,7.877,8.19,8.167,7.88,7.954,,,,,
6345,1982-01-19,7.079,7.343,7.44,7.455,7.875,8.198,8.167,7.88,7.968,,,,,
6346,1982-01-18,7.08,7.312,7.431,7.445,7.856,8.195,8.169,7.864,7.958,,,,,
6347,1982-01-14,7.08,7.313,7.412,7.426,7.841,8.187,8.156,7.842,7.923,,,,,
6348,1982-01-13,7.077,7.312,7.413,7.425,7.849,8.187,8.156,7.842,7.916,,,,,
6349,1982-01-12,7.075,7.312,7.413,7.424,7.848,8.186,8.156,7.843,7.915,,,,,
6350,1982-01-11,7.072,7.312,7.414,7.421,7.846,8.184,8.164,7.843,7.941,,,,,
6351,1982-01-09,7.18,7.362,7.457,7.466,7.894,8.225,8.198,7.879,7.944,,,,,
6352,1982-01-08,7.169,7.414,7.516,7.521,7.931,8.25,8.216,7.912,7.971,,,,,
6353,1982-01-07,7.277,7.474,7.571,7.574,7.984,8.27,8.23,7.938,7.988,,,,,
6354,1982-01-06,7.27,7.498,7.597,7.595,7.993,8.27,8.229,7.954,7.997,,,,,
6355,1982-01-05,7.267,7.497,7.597,7.596,7.974,8.285,8.23,7.97,7.994,,,,,
6356,1982-01-04,7.264,7.497,7.597,7.597,7.957,8.266,8.214,7.954,7.971,,,,,
6357,1981-12-28,7.261,7.514,7.617,7.613,7.963,8.286,8.243,7.974,7.996,,,,,
6358,1981-12-26,7.311,7.56,7.654,7.655,8.003,8.334,8.288,8.001,8.039,,,,,
6359,1981-12-25,7.308,7.559,7.661,7.662,8.018,8.349,8.304,8.023,8.077,,,,,
6360,1981-12-24,7.305,7.559,7.66,7.666,7.975,8.359,8.308,8.022,8.077,,,,,
6361,1981-12-23,7.302,7.558,7.66,7.666,7.974,8.357,8.308,8.022,8.076,,,,,
6362,1981-12-22,7.354,7.607,7.675,7.678,7.972,8.384,8.344,8.025,8.093,,,,,
6363,1981-12-21,7.35,7.607,7.666,7.654,7.913,8.326,8.286,8.021,8.064,,,,,
6364,1981-12-18,7.37,7.579,7.646,7.636,7.885,8.298,8.261,8.018,8.063,,,,,
6365,1981-12-17,7.366,7.578,7.646,7.636,7.883,8.299,8.261,8.019,8.05,,,,,
6366,1981-12-16,7.363,7.579,7.637,7.627,7.866,8.288,8.248,8.011,8.036,,,,,
6367,1981-12-15,7.359,7.578,7.637,7.628,7.864,8.287,8.248,8.012,8.022,,,,,
6368,1981-12-14,7.356,7.578,7.638,7.627,7.865,8.271,8.245,8.007,8.02,,,,,
6369,1981-12-12,7.355,7.558,7.62,7.608,7.842,8.216,8.202,7.967,7.972,,,,,
6370,1981-12-11,7.351,7.558,7.62,7.609,7.836,8.254,8.211,7.965,7.973,,,,,
6371,1981-12-10,7.348,7.557,7.62,7.61,7.831,8.282,8.223,7.936,7.943,,,,,
6372,1981-12-09,7.337,7.584,7.647,7.638,7.847,8.316,8.254,7.925,7.931,,,,,
6373,1981-12-08,7.396,7.608,7.664,7.656,7.867,8.375,8.318,7.949,7.939,,,,,
6374,1981-12-07,7.52,7.642,7.69,7.685,7.896,8.434,8.373,7.971,7.953,,,,,
6375,1981-12-05,7.508,7.658,7.71,7.697,7.944,8.444,8.369,7.995,7.96,,,,,
6376,1981-12-04,7.504,7.658,7.71,7.697,7.943,8.442,8.371,7.996,7.96,,,,,
6377,1981-12-03,7.797,7.746,7.769,7.759,8.021,8.537,8.473,8.045,8.02,,,,,
6378,1981-12-02,7.759,7.855,7.894,7.883,8.08,8.553,8.487,8.083,8.068,,,,,
6379,1981-12-01,7.932,7.918,7.899,7.881,8.08,8.539,8.484,8.086,8.05,,,,,
6380,1981-11-30,7.928,7.917,7.9,7.88,8.085,8.484,8.432,8.083,8.022,,,,,
6381,1981-11-28,7.93,7.92,7.877,7.849,8.061,8.441,8.415,8.05,7.979,,,,,
6382,1981-11-27,7.926,7.92,7.877,7.851,8.044,8.435,8.417,8.05,7.978,,,,,
6383,1981-11-26,7.916,7.968,7.889,7.847,8.048,8.403,8.386,8.044,7.948,,,,,
6384,1981-11-25,7.909,7.973,7.841,7.77,8.076,8.399,8.381,8.037,7.907,,,,,
6385,1981-11-24,7.907,7.967,7.88,7.812,8.156,8.441,8.376,8.093,8.014,,,,,
6386,1981-11-20,7.932,8.048,7.865,7.869,7.872,8.51,8.461,8.144,8.094,,,,,
6387,1981-11-19,7.907,8.034,7.809,7.813,7.819,8.462,8.418,8.114,8.069,,,,,
6388,1981-11-18,7.903,8.121,8.018,8.02,8.026,8.669,8.636,8.335,8.287,,,,,
6389,1981-11-17,7.898,8.125,8.037,8.038,8.043,8.686,8.652,8.335,8.285,,,,,
6390,1981-11-16,7.893,8.123,8.037,8.038,8.041,8.684,8.653,8.335,8.285,,,,,
6391,1981-11-14,7.894,8.12,8.037,8.038,8.039,8.696,8.655,8.336,8.285,,,,,
6392,1981-11-13,7.889,8.124,8.018,8.021,8.01,8.759,8.717,8.346,8.289,,,,,
6393,1981-11-12,7.894,8.166,8.082,8.083,8.07,8.838,8.812,8.499,8.447,,,,,
6394,1981-11-11,7.887,8.213,8.128,8.128,8.113,8.892,8.858,8.58,8.53,,,,,
6395,1981-11-10,7.883,8.21,8.165,8.164,8.145,8.97,8.936,8.629,8.575,,,,,
6396,1981-11-09,7.932,8.213,8.217,8.218,8.196,8.985,8.967,8.685,8.632,,,,,
6397,1981-11-07,7.932,8.208,8.243,8.245,8.221,8.999,8.984,8.695,8.639,,,,,
6398,1981-11-06,7.928,8.205,8.279,8.281,8.254,9.02,9.007,8.744,8.69,,,,,
6399,1981-11-05,7.931,8.253,8.28,8.281,8.253,9.017,9.016,8.751,8.697,,,,,
6400,1981-11-04,7.926,8.25,8.291,8.29,8.262,9.018,9.015,8.767,8.714,,,,,
6401,1981-11-02,7.926,8.25,8.324,8.326,8.294,9.039,9.032,8.784,8.731,,,,,
6402,1981-10-31,7.916,8.25,8.352,8.353,8.317,9.044,9.034,8.784,8.736,,,,,
6403,1981-10-30,8.023,8.348,8.392,8.391,8.352,9.111,9.095,8.841,8.791,,,,,
6404,1981-10-29,8.017,8.346,8.391,8.391,8.351,9.111,9.089,8.84,8.792,,,,,
6405,1981-10-28,8.012,8.343,8.391,8.391,8.349,9.109,9.091,8.84,8.792,,,,,
6406,1981-10-27,8.007,8.341,8.397,8.4,8.355,9.137,9.131,8.842,8.787,,,,,
6407,1981-10-26,8.034,8.349,8.426,8.427,8.382,9.138,9.146,8.844,8.784,,,,,
6408,1981-10-24,8.023,8.344,8.425,8.427,8.379,9.132,9.147,8.853,8.799,,,,,
6409,1981-10-23,8.018,8.341,8.424,8.427,8.377,9.152,9.171,8.87,8.803,,,,,
6410,1981-10-22,8.013,8.339,8.424,8.427,8.377,9.13,9.131,8.868,8.808,,,,,
6411,1981-10-21,8.007,8.338,8.381,8.382,8.334,9.059,9.055,8.818,8.764,,,,,
6412,1981-10-20,8.001,8.336,8.38,8.381,8.333,9.057,9.057,8.818,8.763,,,,,
6413,1981-10-19,7.996,8.334,8.362,8.363,8.316,9.025,9.026,8.794,8.746,,,,,
6414,1981-10-16,8.001,8.333,8.361,8.363,8.312,9.019,9.028,8.787,8.741,,,,,
6415,1981-10-15,7.995,8.332,8.336,8.336,8.285,8.97,8.966,8.745,8.705,,,,,
6416,1981-10-14,8,8.336,8.336,8.336,8.284,8.97,8.967,8.754,8.713,,,,,
6417,1981-10-13,7.995,8.333,8.346,8.347,8.294,8.968,8.967,8.761,8.722,,,,,
6418,1981-10-12,8.104,8.388,8.384,8.383,8.325,9.041,9.047,8.797,8.749,,,,,
6419,1981-10-09,8.088,8.381,8.382,8.384,8.318,9.096,9.101,8.816,8.762,,,,,
6420,1981-10-08,8.152,8.433,8.427,8.428,8.361,9.148,9.171,8.859,8.802,,,,,
6421,1981-10-07,8.147,8.431,8.427,8.429,8.359,9.16,9.187,8.86,8.8,,,,,
6422,1981-10-06,8.141,8.43,8.403,8.401,8.331,9.119,9.136,8.82,8.772,,,,,
6423,1981-10-05,8.135,8.427,8.403,8.401,8.33,9.116,9.137,8.806,8.754,,,,,
6424,1981-10-03,8.193,8.479,8.424,8.419,8.345,9.172,9.198,8.905,8.858,,,,,
6425,1981-10-02,8.187,8.477,8.423,8.419,8.341,9.2,9.218,8.922,8.865,,,,,
6426,1981-10-01,8.183,8.471,8.456,8.46,8.368,9.33,9.396,8.955,8.866,,,,,
6427,1981-09-30,8.2,8.474,8.479,8.487,8.394,9.352,9.43,8.936,8.607,,,,,
6428,1981-09-29,8.194,8.471,8.478,8.487,8.393,9.349,9.43,8.937,8.608,,,,,
6429,1981-09-28,8.189,8.468,8.478,8.487,8.392,9.345,9.43,8.938,8.608,,,,,
6430,1981-09-26,8.178,8.463,8.48,8.487,8.389,9.34,9.433,8.94,8.609,,,,,
6431,1981-09-25,8.172,8.465,8.481,8.487,8.388,9.339,9.433,8.942,8.611,,,,,
6432,1981-09-24,8.166,8.464,8.464,8.469,8.37,9.319,9.418,8.927,8.595,,,,,
6433,1981-09-22,8.165,8.462,8.44,8.442,8.34,9.295,9.407,8.899,8.57,,,,,
6434,1981-09-21,8.169,8.467,8.424,8.423,8.323,9.271,9.386,8.876,8.553,,,,,
6435,1981-09-18,8.163,8.466,8.424,8.423,8.322,9.263,9.388,8.879,8.554,,,,,
6436,1981-09-17,8.158,8.462,8.433,8.435,8.328,9.28,9.415,8.883,8.56,,,,,
6437,1981-09-16,8.164,8.461,8.433,8.435,8.327,9.278,9.416,8.884,8.561,,,,,
6438,1981-09-14,8.208,8.51,8.461,8.461,8.35,9.321,9.475,8.902,8.567,,,,,
6439,1981-09-12,8.207,8.51,8.471,8.469,8.358,9.317,9.477,8.912,8.577,,,,,
6440,1981-09-11,8.203,8.504,8.496,8.498,8.381,9.345,9.509,8.932,8.587,,,,,
6441,1981-09-10,8.198,8.502,8.495,8.498,8.379,9.347,9.519,8.934,8.587,,,,,
6442,1981-09-09,8.204,8.5,8.495,8.498,8.378,9.351,9.529,8.937,8.586,,,,,
6443,1981-09-08,8.199,8.498,8.532,8.545,8.423,9.368,9.545,8.945,8.606,,,,,
6444,1981-09-07,8.208,8.492,8.572,8.591,8.468,9.387,9.557,8.983,8.649,,,,,
6445,1981-09-05,8.179,8.582,8.596,8.594,8.476,9.382,9.559,8.993,8.659,,,,,
6446,1981-09-04,8.174,8.578,8.605,8.603,8.485,9.38,9.559,8.994,8.659,,,,,
6447,1981-09-03,8.169,8.572,8.625,8.63,8.512,9.39,9.565,9.016,8.685,,,,,
6448,1981-09-02,8.286,8.628,8.678,8.685,8.569,9.395,9.569,9.037,8.727,,,,,
6449,1981-09-01,8.281,8.625,8.677,8.684,8.569,9.38,9.554,9.037,8.729,,,,,
6450,1981-08-31,8.275,8.622,8.671,8.675,8.561,9.35,9.521,9.019,8.719,,,,,
6451,1981-08-29,8.306,8.628,8.655,8.655,8.545,9.324,9.5,9.01,8.719,,,,,
6452,1981-08-28,8.301,8.625,8.654,8.655,8.544,9.32,9.5,9.011,8.719,,,,,
6453,1981-08-27,8.337,8.503,8.603,8.636,8.513,9.306,9.495,8.993,8.684,,,,,
6454,1981-08-26,8.331,8.503,8.582,8.608,8.488,9.281,9.475,8.965,8.651,,,,,
6455,1981-08-25,8.324,8.503,8.558,8.58,8.461,9.253,9.453,8.943,8.628,,,,,
6456,1981-08-24,8.318,8.502,8.546,8.562,8.445,9.216,9.413,8.923,8.614,,,,,
6457,1981-08-22,8.284,8.465,8.499,8.517,8.4,9.184,9.393,8.897,8.577,,,,,
6458,1981-08-21,8.278,8.464,8.484,8.499,8.383,9.171,9.416,8.758,8.5,,,,,
6459,1981-08-20,8.338,8.517,8.568,8.447,8.436,9.112,9.267,8.719,8.47,,,,,
6460,1981-08-19,8.362,8.533,8.582,8.46,8.446,9.119,9.277,8.728,8.472,,,,,
6461,1981-08-18,8.356,8.53,8.589,8.46,8.444,9.116,9.277,8.729,8.472,,,,,
6462,1981-08-17,8.35,8.527,8.588,8.46,8.443,9.114,9.277,8.73,8.472,,,,,
6463,1981-08-14,8.354,8.531,8.59,8.434,8.414,9.092,9.265,8.703,8.451,,,,,
6464,1981-08-13,8.348,8.528,8.589,8.434,8.412,9.09,9.265,8.704,8.451,,,,,
6465,1981-08-12,8.342,8.526,8.588,8.464,8.439,9.097,9.295,8.745,8.469,,,,,
6466,1981-08-11,8.39,8.541,8.596,8.464,8.438,9.094,9.297,8.732,8.463,,,,,
6467,1981-08-10,8.384,8.538,8.595,8.464,8.436,9.085,9.275,8.707,8.456,,,,,
6468,1981-08-08,8.373,8.533,8.593,8.464,8.434,9.08,9.275,8.702,8.453,,,,,
6469,1981-08-07,8.367,8.531,8.592,8.482,8.451,9.093,9.314,8.73,8.47,,,,,
6470,1981-08-06,8.361,8.528,8.591,8.508,8.475,9.115,9.36,8.739,8.485,,,,,
6471,1981-08-05,8.355,8.526,8.589,8.541,8.509,9.153,9.438,8.759,8.516,,,,,
6472,1981-08-04,8.35,8.523,8.588,8.561,8.527,9.165,9.512,8.78,8.513,,,,,
6473,1981-08-03,8.344,8.521,8.587,8.561,8.526,9.162,9.512,8.781,8.513,,,,,
6474,1981-08-01,8.335,8.473,8.539,8.515,8.481,9.117,9.476,8.745,8.473,,,,,
6475,1981-07-31,8.329,8.474,8.449,8.425,8.392,9.034,9.363,8.665,8.397,,,,,
6476,1981-07-30,8.322,8.477,8.453,8.407,8.373,9.017,9.349,8.65,8.38,,,,,
6477,1981-07-29,8.328,8.475,8.452,8.41,8.374,9.015,9.343,8.651,8.381,,,,,
6478,1981-07-28,8.325,8.432,8.361,8.354,8.322,8.969,9.32,8.614,8.333,,,,,
6479,1981-07-27,8.33,8.432,8.316,8.318,8.286,8.943,9.298,8.593,8.303,,,,,
6480,1981-07-25,8.318,8.434,8.316,8.318,8.283,8.947,9.297,8.603,8.313,,,,,
6481,1981-07-24,8.324,8.432,8.315,8.317,8.283,8.944,9.299,8.604,8.313,,,,,
6482,1981-07-23,8.318,8.43,8.314,8.342,8.307,8.959,9.315,8.607,8.321,,,,,
6483,1981-07-22,8.411,8.53,8.322,8.282,8.248,8.874,9.282,8.587,8.269,,,,,
6484,1981-07-21,8.417,8.528,8.327,8.232,8.192,8.821,9.265,8.567,8.222,,,,,
6485,1981-07-20,8.411,8.525,8.329,8.19,8.149,8.777,9.242,8.53,8.179,,,,,
6486,1981-07-17,8.415,8.525,8.33,8.175,8.128,8.771,9.219,8.527,8.168,,,,,
6487,1981-07-16,8.409,8.528,8.332,8.159,8.109,8.767,9.221,8.529,8.163,,,,,
6488,1981-07-15,8.414,8.526,8.332,8.159,8.108,8.764,9.22,8.531,8.163,,,,,
6489,1981-07-14,8.409,8.524,8.332,8.151,8.098,8.745,9.213,8.517,8.151,,,,,
6490,1981-07-13,8.402,8.527,8.333,8.143,8.086,8.742,9.207,8.51,8.143,,,,,
6491,1981-07-11,8.402,8.523,8.336,8.152,8.094,8.754,9.223,8.524,8.151,,,,,
6492,1981-07-10,8.407,8.527,8.336,8.16,8.104,8.752,9.222,8.533,8.165,,,,,
6493,1981-07-09,8.401,8.525,8.335,8.177,8.12,8.768,9.231,8.542,8.168,,,,,
6494,1981-07-08,8.407,8.524,8.335,8.177,8.12,8.765,9.231,8.537,8.176,,,,,
6495,1981-07-07,8.401,8.522,8.335,8.185,8.126,8.777,9.246,8.571,8.19,,,,,
6496,1981-07-06,8.406,8.526,8.336,8.177,8.118,8.759,9.23,8.556,8.179,,,,,
6497,1981-07-04,8.405,8.527,8.337,8.162,8.099,8.739,9.222,8.545,8.167,,,,,
6498,1981-07-03,8.399,8.524,8.338,8.146,8.081,8.72,9.22,8.541,8.153,,,,,
6499,1981-07-02,8.394,8.522,8.342,8.147,8.08,8.717,9.214,8.535,8.144,,,,,
6500,1981-07-01,8.495,8.615,8.437,8.172,8.096,8.716,9.22,8.546,8.157,,,,,
6501,1981-06-30,8.489,8.613,8.436,8.188,8.114,8.716,9.213,8.54,8.111,,,,,
6502,1981-06-29,8.55,8.669,8.444,8.195,8.123,8.722,9.221,8.551,8.114,,,,,
6503,1981-06-27,8.539,8.664,8.445,8.196,8.122,8.717,9.221,8.563,8.117,,,,,
6504,1981-06-26,8.534,8.759,8.5,8.214,8.139,8.718,9.228,8.571,8.152,,,,,
6505,1981-06-25,8.528,8.757,8.5,8.214,8.138,8.715,9.227,8.575,8.153,,,,,
6506,1981-06-24,8.522,8.754,8.501,8.215,8.138,8.712,9.226,8.577,8.153,,,,,
6507,1981-06-23,8.516,8.752,8.501,8.218,8.138,8.711,9.232,8.594,8.171,,,,,
6508,1981-06-22,8.607,8.772,8.505,8.219,8.137,8.709,9.226,8.586,8.17,,,,,
6509,1981-06-19,8.589,8.765,8.506,8.22,8.135,8.701,9.224,8.601,8.173,,,,,
6510,1981-06-18,8.583,8.762,8.507,8.213,8.128,8.676,9.201,8.58,8.155,,,,,
6511,1981-06-17,8.577,8.759,8.507,8.213,8.129,8.662,9.185,8.563,8.151,,,,,
